|seed |success|  nit  |  mu_check  |   mu_sum   |   G_norm   | step_norm  |
| 214 |True   |  347  |9.503210e-06|1.235524e-05|6.440699e-10|7.032685e-05|
| 215 |True   |  372  |9.752158e-06|1.225166e-05|7.046104e-10|7.532403e-05|
| 217 |True   |  351  |9.842897e-06|1.348067e-05|3.280078e-13|4.354103e-08|
| 216 |True   |  362  |9.139484e-06|1.163952e-05|3.538632e-13|4.805055e-08|
| 219 |True   |  332  |9.937213e-06|2.367226e-05|4.723245e-10|4.609421e-05|
| 218 |True   |  328  |9.649281e-06|2.469059e-05|4.374909e-10|4.384568e-05|
| 220 |True   |  323  |9.228441e-06|3.479598e-05|6.152820e-10|8.452309e-05|
| 221 |True   |  369  |9.328364e-06|1.182790e-05|6.530117e-10|7.275291e-05|
| 225 |True   |  332  |9.305881e-06|2.308349e-05|4.260552e-10|4.471653e-05|
| 223 |True   |  335  |9.525851e-06|2.054668e-05|8.193874e-10|1.115522e-04|
| 226 |True   |  333  |9.740309e-06|2.156331e-05|4.761587e-10|4.780108e-05|
| 222 |True   |  394  |9.816914e-06|1.231694e-05|4.072901e-13|5.443828e-08|
| 224 |True   |  360  |9.955032e-06|1.245507e-05|4.106281e-13|5.287381e-08|
| 228 |True   |  343  |9.479871e-06|1.497853e-05|9.445568e-10|1.183172e-04|
| 227 |True   |  388  |9.868510e-06|1.236797e-05|7.197163e-10|7.611995e-05|
| 229 |True   |  338  |9.980647e-06|1.849201e-05|9.140953e-10|1.059112e-04|
| 231 |True   |  309  |9.606336e-06|3.131638e-05|1.138066e-10|3.125118e-05|
| 230 |True   |  329  |9.205980e-06|1.228526e-05|7.045913e-11|1.687435e-07|
| 232 |True   |  337  |9.147084e-06|1.213261e-05|3.437836e-10|4.677072e-05|
| 233 |True   |  368  |9.028178e-06|1.152820e-05|3.498254e-13|4.869117e-08|
| 234 |True   |  341  |9.856530e-06|1.500422e-05|6.137641e-10|6.342274e-05|
| 235 |True   |  307  |9.046063e-06|7.274974e-05|5.072885e-10|7.563655e-05|
| 237 |True   |  331  |9.993343e-06|2.215505e-05|4.939646e-10|4.823726e-05|
